Area Name,Address,Rent,Violent CrimeRate,Overall CrimeRate,Bed,Bath,Northeastern University_transit_distance,Northeastern University_transit_cost,Northeastern University_driving_distance,Boston University_transit_distance,Boston University_transit_cost,Boston University_driving_distance,Boston College_transit_distance,Boston College_transit_cost,Boston College_driving_distance
Brighton,"175 Washington St.,Unit 3235,Boston,MA,02135,Brighton",4369,0,0,2,2,8255,3.4,5395,3031,2.4,3110,3036,2.4,2797
Brighton,"175 Washington St.,Unit 107,Boston,MA,02135,Brighton",4371,0,0,2,1,8255,3.4,5395,3031,2.4,3110,3036,2.4,2797
Roxbury,"6 Alvah Kittredge Pk,Unit 3,Boston,MA,02119,Roxbury",4375,0,0,3,2,1621,1.7,1299,5358,3.4,3403,9123,4.1,8271
Jamaica Plain,"201 South Huntington Ave.,Unit 221-501,Boston,MA,02130,Jamaica Plain",4375,0,0,2,2,2640,2.4,2611,8418,4.1,3356,13113,4.1,6556
Fenway,"180 Brookline Ave.,Unit 1532,Boston,MA,02215,Fenway",4376,0,0,1,1,2573,1.7,1438,1287,1.7,1147,7330,2.4,6094
Fenway,"1330 Boylston St.,Unit 917,Boston,MA,02215,Fenway",4386,0,0,1,1,715,0,1131,699,0,1328,7716,2.4,6269
Allston,"219 Western Ave.,Unit S629,Boston,MA,02134,Allston",4386,0,0,1,1,8495,3.4,5857,3543,3.4,4363,5629,4.1,5860
Roxbury,"431 Melnea Cass Blvd.,Unit 610,Boston,MA,02119,Roxbury",4390,0,0,2,2,520,0,496,4549,1.7,3224,12813,4.1,9343
Fenway,"1260 Boylston St.,Unit 820,Boston,MA,02215,Fenway",4395,0,0,1,1,686,0,919,798,0,1116,7815,2.4,6481
Mid Cambridge,"929 Massachusetts Ave.,Unit 3C,Cambridge,MA,02139,Mid Cambridge",4395,0,0,3,2,4284,1.7,5816,6231,4.1,3372,10925,4.1,9555
North End,"110 Beverly St.,Unit 534,Boston,MA,02114,North End",4395,0,0,2,1,4869,2.4,6099,6794,2.4,4542,11497,2.4,17518
Allston,"1189 Commonwealth Ave.,Unit 1,Boston,MA,02134,Allston",4395,0,0,3,2,6580,4.1,5760,1209,2.4,1099,3999,2.4,3869
North End,"220 Hanover St.,Unit 15,Boston,MA,02113,North End",4395,0,0,3,1,4629,2.4,6442,5710,4.1,4646,11065,2.4,17861
Midtown,"45 Stuart St.,Unit 1909,Boston,MA,02116,Midtown",4395,0,0,1,1,3302,2.4,2728,6979,4.1,3471,9916,2.4,14852
Fenway,"1260 Boylston St.,Unit 818,Boston,MA,02215,Fenway",4395,0,0,1,1,686,0,919,798,0,1116,7815,2.4,6481
Brighton,"104-106 Warren St.,Unit 5,Boston,MA,02135,Brighton",4395,0,0,2,1,8124,3.4,6935,2224,2.4,2125,3289,2.4,2999
Brighton,"104-106 Warren St.,Unit 2,Boston,MA,02135,Brighton",4395,0,0,2,1,8124,3.4,6935,2224,2.4,2125,3289,2.4,2999
Mission Hill,"1575 Tremont St.,Unit 904,Boston,MA,02120,Mission Hill",4396,0,0,2,1,1349,2.4,1289,5580,3.4,2620,7984,4.1,6760
Fenway,"1350 Boylston St.,Unit 505,Boston,MA,02215,Fenway",4398,0,0,1,1,2881,1.7,1206,1441,1.7,1246,7792,2.4,6193
Fenway,"200 Brookline Ave.,Unit 609,Boston,MA,02215,Fenway",4399,0,0,1,1,2612,1.7,1566,1228,1.7,1032,6869,2.4,5979
Allston,"55 Brighton Ave.,Unit 503,Boston,MA,02134,Allston",4400,0,0,2,2,6297,3.4,5725,1095,1.7,846,4808,2.4,4223
Jamaica Plain,"31 Woodlawn,Unit 1,Boston,MA,02130,Jamaica Plain",4400,0,0,3,2,6739,1.7,5168,8637,4.1,7219,16545,4.1,8236
North End,"64 North Margin St.,Unit 2R,Boston,MA,02113,North End",4400,0,0,2,1,5017,2.4,6364,6951,2.4,5079,11645,2.4,17783
Mission Hill,"97 Calumet,Unit 1,Boston,MA,02120,Mission Hill",4400,0,0,3,2,1493,2.4,1351,5833,3.4,2682,8237,4.1,6697
Brighton,"365 Western Ave.,Unit 302,Boston,MA,02135,Brighton",4400,0,0,2,2,8865,3.4,7225,5633,3.4,5731,5064,4.1,4166
Mission Hill,"97 Calumet St.,Unit 1,Boston,MA,02120,Mission Hill",4400,0,0,3,2,1493,2.4,1351,5833,3.4,2682,8237,4.1,6697
Allston,"1185 Commonwealth Ave.,Unit 101,Boston,MA,02134,Allston",4400,0,0,4,2,6596,4.1,5776,1225,2.4,1115,4015,2.4,3885
Kendall Square,"317 Cardinal Medeiros Ave.,Unit 3,Cambridge,MA,02141,Kendall Square",4400,0,0,3,2,3872,1.7,3571,4736,3.4,3477,10940,5.8,8644
Back Bay,"286 Beacon,Unit 4,Boston,MA,02116,Back Bay",4400,0,0,1,1,2625,1.7,1885,4449,2.4,1366,9144,2.4,12333
Jamaica Plain,"201 South Huntington Ave.,Unit 221-106,Boston,MA,02130,Jamaica Plain",4400,0,0,2,2,2640,2.4,2611,8418,4.1,3356,13113,4.1,6556
North End,"6 North Hudson St.,Unit 1,Boston,MA,02113,North End",4400,0,0,2,2,5170,2.4,6508,7095,2.4,5014,11790,2.4,17927
Brighton,"40 Orkney,Unit 3Furnished,Boston,MA,02135,Brighton",4400,0,0,2,1,8400,4.1,5374,5193,3.4,4033,1821,2.4,1858
Jamaica Plain,"314 Centre St.,Unit 3,Boston,MA,02130,Jamaica Plain",4400,0,0,4,2,6644,1.7,2351,6379,3.4,4559,15186,2.4,6969
Dorchester,"19 Sudan St.,Unit 2,Boston,MA,02125,Dorchester",4400,0,0,4,2,7914,3.4,4097,10925,2.4,11851,15571,2.4,20356
Jamaica Plain,"201 South Huntington Ave.,Unit 201-103,Boston,MA,02130,Jamaica Plain",4400,0,0,1,1,2640,2.4,2611,8418,4.1,3356,13113,4.1,6556
Mission Hill,"24 Lawn,Unit 2,Boston,MA,02130,Mission Hill",4400,0,0,4,2,2859,2.4,2154,9666,2.4,3554,13333,4.1,6754
Brighton,"2 Colliston Rd.,Unit B,Boston,MA,02135,Brighton",4400,0,0,4,1,7941,4.1,4926,3413,2.4,2920,2526,2.4,2350
Mission Hill,"24 Lawn St.,Unit 3,Boston,MA,02130,Mission Hill",4400,0,0,4,2,2859,2.4,2154,9666,2.4,3554,13333,4.1,6754
Dorchester,"201 East Cottage St.,Unit 2,Boston,MA,02125,Dorchester",4400,0,0,4,2,7817,3.4,3469,10541,4.1,11583,15721,2.4,20088
Mission Hill,"39 Calumet,Unit 2,Boston,MA,02120,Mission Hill",4400,0,0,4,1,1252,2.4,1593,4233,3.4,2924,12014,4.1,6508
Roxbury,"46 Robey St.,Unit TWNHSE,Boston,MA,02119,Roxbury",4400,0,0,3,2,3911,1.7,2869,7311,3.4,5596,11464,5.8,10702
Fenway,"1260 Boylston St.,Unit 918,Boston,MA,02215,Fenway",4410,0,0,1,1,686,0,919,798,0,1116,7815,2.4,6481
Fenway,"1330 Boylston St.,Unit 308,Boston,MA,02215,Fenway",4411,0,0,1,1,3634,1.7,1131,699,0,1328,7716,2.4,6269
Fenway,"180 Brookline Ave.,Unit 244,Boston,MA,02215,Fenway",4413,0,0,1,1,2573,1.7,1438,1287,1.7,1147,7772,2.4,6094
Fenway,"771 Beacon St.,Unit B2-1312,Boston,MA,02215,Fenway",4415,0,0,1,1,3091,1.7,1670,538,0,822,6951,2.4,5904
North End,"110 Beverly St.,Unit 609,Boston,MA,02114,North End",4415,0,0,2,2,4869,2.4,6099,6794,2.4,4542,11497,2.4,17518
Financial District,"1 India St.,Unit 8D,Boston,MA,02109,Financial District",4415,0,0,2,2,4460,2.4,5296,6376,2.4,4698,11071,2.4,16703
North Cambridge,"130 Cambridgepark Dr.,Unit 421,Cambridge,MA,02140,North Cambridge",4427,0,0,2,2,13628,2.4,9948,15531,2.4,8454,20226,2.4,10330
Mid Cambridge,"929 Massachusetts Ave.,Unit 3B,Cambridge,MA,02139,Mid Cambridge",4445,0,0,3,2,4284,1.7,5816,6231,4.1,3372,10925,4.1,9555
Allston,"219 Western Ave.,Unit N715,Boston,MA,02134,Allston",4445,0,0,1,1,8495,3.4,5857,3543,3.4,4363,5629,4.1,5860
Back Bay,"183 Saint Botolph,Unit 2,Boston,MA,02115,Back Bay",4450,0,0,2,1,516,0,750,3993,4.1,1752,11032,2.4,13479
Allston,"11 Quint Ave.,Unit 1,Boston,MA,02134,Allston",4450,0,0,4,2,6705,3.4,5730,1503,1.7,1361,4417,2.4,3835
Back Bay,"28 Exeter St.,Unit 608,Boston,MA,02116,Back Bay",4450,0,0,1,1,2205,1.7,2428,4029,2.4,1978,8724,2.4,8143
Back Bay,"183 Saint Botolph,Unit 4,Boston,MA,02115,Back Bay",4450,0,0,2,1,516,0,750,3993,4.1,1752,11032,2.4,13479
North End,"145 Commercial St.,Unit 237,Boston,MA,02109,North End",4450,0,0,2,1,5008,2.4,5572,6089,4.1,5123,11351,2.4,16979
Coolidge Corner,"1111 Beacon St.,Unit 51,Brookline,MA,02446,Coolidge Corner",4450,0,0,2,2,2785,2.4,2208,704,0,1368,5239,2.4,5067
Brighton,"175 Washington St.,Unit 3253,Boston,MA,02135,Brighton",4453,0,0,2,2,6251,2.4,5395,3031,2.4,3110,3036,2.4,2797
Fenway,"1260 Boylston St.,Unit 1221,Boston,MA,02215,Fenway",4455,0,0,1,1,686,0,919,798,0,1116,7815,2.4,6481
Charlestown,"75 West School St.,Unit 203,Boston,MA,02129,Charlestown",4458,0,0,2,2,12535,0,6004,9303,0,5488,13242,0,16164
Fenway,"200 Brookline Ave.,Unit 408,Boston,MA,02215,Fenway",4459,0,0,1,1,2612,1.7,1566,1228,1.7,1032,7810,2.4,5979
Brighton,"175 Washington St.,Unit 3301,Boston,MA,02135,Brighton",4460,0,0,2,2,6251,2.4,5395,3031,2.4,3110,3036,2.4,2797
Fenway,"1260 Boylston St.,Unit 1418,Boston,MA,02215,Fenway",4470,0,0,1,1,686,0,919,798,0,1116,7815,2.4,6481
East Boston,"63 Lewis St.,Unit 1-620,Boston,MA,02128,East Boston",4471,0,0,2,2,6329,2.4,8611,8245,2.4,8095,12940,2.4,18771
Kenmore,"466 Commonwealth Ave.,Unit 401,Boston,MA,02215,Kenmore",4475,0,0,3,1,3613,1.7,802,404,0,639,7182,2.4,11724
Brighton,"125 Guest St.,Unit 737,Boston,MA,02135,Brighton",4477,0,0,2,2,7485,3.4,8753,2530,1.7,2377,4531,2.4,3383
Brighton,"175 Washington St.,Unit 3315,Boston,MA,02135,Brighton",4487,0,0,2,2,6251,2.4,5395,3031,2.4,3110,3036,2.4,2797
Fenway,"180 Brookline Ave.,Unit 1501,Boston,MA,02215,Fenway",4488,0,0,1,1,2634,1.7,1429,1348,1.7,1153,7690,2.4,6100
Midtown,"45 Stuart St.,Unit 811,Boston,MA,02116,Midtown",4490,0,0,2,2,3302,2.4,2728,5222,2.4,3471,9916,2.4,14852
Brighton,"175 Washington St.,Unit 1215,Boston,MA,02135,Brighton",4490,0,0,2,2,6251,2.4,5395,3031,2.4,3110,3036,2.4,2797
Allston,"219 Western Ave.,Unit S326,Boston,MA,02134,Allston",4490,0,0,1,1,8495,3.4,5857,3543,3.4,4363,5629,4.1,5860
North End,"145 Commercial St.,Unit 321,Boston,MA,02109,North End",4495,0,0,2,1,5008,2.4,5572,6089,4.1,5123,11351,2.4,16979
Allston,"17A Gordon St.,Boston,MA,02134,Allston",4495,0,0,4,2,7379,3.4,6031,2177,1.7,1957,3954,2.4,3202
Allston,"219 Western Ave.,Unit S230,Boston,MA,02134,Allston",4497,0,0,1,1,8495,3.4,5857,3543,3.4,4363,5629,4.1,5860
Brighton,"2003 Commonwealth Ave.,Unit 32,Boston,MA,02135,Brighton",4500,0,0,3,1,7383,2.4,11382,4162,2.4,4660,1023,2.4,686
Roxbury,"2761 Washington St.,Unit 2,Boston,MA,02119,Roxbury",4500,0,0,3,2,3408,3.4,2469,6393,3.4,4573,10944,5.8,8315
Kenmore,"566 Commonwealth Ave.,Unit 906,Boston,MA,02215,Kenmore",4500,0,0,3,2,3347,1.7,1280,172,0,556,6665,2.4,6204
Mission Hill,"9-11 Burney,Unit 401,Boston,MA,02120,Mission Hill",4500,0,0,2,2,1594,2.4,1168,5864,3.4,2617,8267,4.1,7005
Roxbury,"34 Circuit St.,Unit 1,Boston,MA,02119,Roxbury",4500,0,0,4,1,3030,1.7,2309,5738,1.7,4413,16519,4.1,8919
Roxbury,"55 Hutchings St.,Unit 4,Boston,MA,02121,Roxbury",4500,0,0,3,2,4490,1.7,4244,7890,3.4,6348,12043,5.8,11613
Mission Hill,"838 Huntington Ave.,Unit 2,Boston,MA,02115,Mission Hill",4500,0,0,3,1,1599,2.4,1603,4870,3.4,2804,7273,4.1,6005
Mission Hill,"840 Huntington Ave.,Unit 2,Boston,MA,02115,Mission Hill",4500,0,0,3,1,1599,2.4,1606,4873,3.4,2802,7276,4.1,6002
Roxbury,"5 Iroquois St.,Unit 1,Boston,MA,02120,Roxbury",4500,0,0,3,1,1761,2.4,2022,4690,3.4,3649,8378,4.1,6849
Brighton,"29 Mount Hood Rd.,Unit 12,Boston,MA,02135,Brighton",4500,0,0,2,1,6037,2.4,4930,2817,2.4,2666,2822,2.4,2815
Allston,"15 Pomeroy,Unit 15,Boston,MA,02134,Allston",4500,0,0,3,2,7427,3.4,6079,2225,1.7,2005,4002,2.4,3250
Kenmore,"466 Commonwealth Ave.,Unit 301,Boston,MA,02215,Kenmore",4500,0,0,3,1,3602,1.7,814,393,0,651,7171,2.4,11736
Hyde Park,"1510 Hyde Park,Unit 1510,Boston,MA,02136,Hyde Park",4500,0,0,3,1,16893,5.1,15099,14711,5.8,14739,21733,4.1,13018
Allston,"55 Brighton Ave.,Unit 602,Boston,MA,02134,Allston",4500,0,0,2,2,6297,3.4,5725,1095,1.7,846,4808,2.4,4223
Mission Hill,"9-11 Burney,Unit 401,Boston,MA,02120,Mission Hill",4500,0,0,2,2,1594,2.4,1168,5864,3.4,2617,8267,4.1,7005
Kenmore,"43 Bay State Rd.,Unit 4R,Boston,MA,02215,Kenmore",4500,0,0,3,1,3602,1.7,1444,296,0,357,7139,2.4,6461
Kendall Square,"10 Rogers St.,Unit 221,Cambridge,MA,02142,Kendall Square",4500,0,0,2,2,6913,2.4,5159,8830,2.4,4203,13525,2.4,9370
North End,"28 Fleet St.,Unit 3,Boston,MA,02113,North End",4500,0,0,3,1,4946,2.4,5901,6027,4.1,5846,11382,2.4,17308
Brighton,"370 Chestnut Hill Ave.,Unit 21,Boston,MA,02135,Brighton",4500,0,0,3,1,6244,2.4,5737,4996,3.4,3989,1634,2.4,1439
Allston,"55 Brighton Ave.,Unit 516,Boston,MA,02134,Allston",4500,0,0,2,2,6297,3.4,5725,1095,1.7,846,4808,2.4,4223
Dorchester,"31 Train St.,Unit 3,Boston,MA,02122,Dorchester",4500,0,0,3,2,11725,4.1,7846,15124,4.1,14059,20023,4.1,22564
Midtown,"45 Province St.,Unit 911,Boston,MA,02108,Midtown",4500,0,0,1,1,3725,2.4,4102,5657,2.4,3586,10352,2.4,16642
Allston,"20 Penniman Rd.,Unit 501,Boston,MA,02134,Allston",4500,0,0,3,2,7256,3.4,5616,2054,1.7,1826,4909,2.4,3695
Back Bay,"32 Fairfield St.,Unit 8,Boston,MA,02116,Back Bay",4500,0,0,2,1,2507,1.7,1784,3453,2.4,1334,8147,2.4,7499
Inman Square,"918 Cambridge St.,Unit 918-01,Cambridge,MA,02141,Inman Square",4500,0,0,3,1,7834,3.4,3962,9781,5.8,3588,11156,5.8,8755
Brighton,"16 Caltha,Unit 0,Boston,MA,02135,Brighton",4500,0,0,4,1,8569,2.4,11542,5349,2.4,4777,395,0,2506
Allston,"86 Linden St.,Unit 2,Boston,MA,02134,Allston",4500,0,0,4,2,6623,3.4,5590,1284,2.4,1100,4074,2.4,4212
Fenway,"28 Edgerly Rd.,Unit 3,Boston,MA,02115,Fenway",4500,0,0,2,2,461,0,1853,3325,2.4,1250,8019,2.4,12273
Coolidge Corner,"3 Greenway Ct.,Unit 3,Brookline,MA,02446,Coolidge Corner",4500,0,0,3,2,4170,1.7,3229,1762,2.4,1197,5544,4.1,4451
East Boston,"301 Border St.,Unit 607,Boston,MA,02128,East Boston",4500,0,0,3,2,7538,4.1,7949,9454,4.1,7433,14149,4.1,18109
Bay Village,"26 Piedmont,Unit 26,Boston,MA,02116,Bay Village",4500,0,0,2,1,2661,1.7,2525,4781,2.4,3544,9476,2.4,14587
Back Bay,"429 Marlborough,Unit 3B,Boston,MA,02115,Back Bay",4500,0,0,2,2,1455,1.7,1296,683,0,847,7960,2.4,11785
Roxbury,"29 Lambert St.,Unit 4,Boston,MA,02119,Roxbury",4500,0,0,4,1,1657,1.7,2108,5660,1.7,4212,9159,4.1,8536
Back Bay,"259 Beacon St.,Unit 70,Boston,MA,02116,Back Bay",4500,0,0,2,1,2443,1.7,2067,4267,2.4,1548,8962,2.4,12515
Back Bay,"50 Commonwealth,Unit 904,Boston,MA,02116,Back Bay",4500,0,0,2,2,2421,1.7,2940,4739,2.4,2070,9434,2.4,13100
Coolidge Corner,"45 Marion St.,Unit 404,Brookline,MA,02446,Coolidge Corner",4500,0,0,1,1,3522,4.1,3445,1868,2.4,2291,5560,4.1,3919
Beacon Hill,"102 Revere St.,Unit 2,Boston,MA,02114,Beacon Hill",4500,0,0,1,1,4987,1.7,3625,5613,4.1,3109,10643,2.4,13785
Roxbury,"55 Hutchings St.,Unit 4,Boston,MA,02121,Roxbury",4500,0,0,3,2,4490,1.7,4244,7890,3.4,6348,12043,5.8,11613
Beacon Hill,"102 Revere St.,Unit 3,Boston,MA,02114,Beacon Hill",4500,0,0,1,1,4988,1.7,3592,5614,4.1,3076,10644,2.4,13752
North End,"220 Hanover St.,Unit 15,Boston,MA,02113,North End",4500,0,0,3,1,4629,2.4,6442,5710,4.1,4646,11065,2.4,17861
Brighton,"128 Parsons St.,Unit 128,Boston,MA,02135,Brighton",4500,0,0,3,2,8857,3.4,9420,4217,1.7,3504,3613,4.1,2387
Brighton,"175 Washington St.,Unit 3606,Boston,MA,02135,Brighton",4500,0,0,2,1,6251,2.4,5395,3031,2.4,3110,3036,2.4,2797
Allston,"55 Brighton Ave.,Unit 517,Boston,MA,02134,Allston",4500,0,0,2,2,6297,3.4,5725,1095,1.7,846,4808,2.4,4223
Allston,"55 Brighton Ave.,Unit 515,Boston,MA,02134,Allston",4500,0,0,2,2,6297,3.4,5725,1095,1.7,846,4808,2.4,4223
Fenway,"16 Peterborough,Unit 504,Boston,MA,02215,Fenway",4500,0,0,2,2,559,0,1020,872,0,1224,7889,2.4,6531
Allston,"12 Reedsdale St.,Unit 1,Boston,MA,02134,Allston",4500,0,0,3,2,6668,4.1,5806,1297,2.4,1188,4087,2.4,3958
Brighton,"175 Washington St.,Unit 2531,Boston,MA,02135,Brighton",4500,0,0,2,1,6251,2.4,5395,3031,2.4,3110,3036,2.4,2797
Allston,"18 Greylock Rd.,Unit 3,Boston,MA,02134,Allston",4500,0,0,4,1,7118,3.4,6542,1413,2.4,2248,4203,2.4,3567
Dorchester,"23 Ericsson St.,Unit 23,Boston,MA,02122,Dorchester",4500,0,0,3,2,15142,4.1,8986,18308,2.4,15199,23003,2.4,23704
Brighton,"2 Sutherland Rd.,Unit 51,Boston,MA,02135,Brighton",4500,0,0,3,1,8328,4.1,5503,3992,2.4,3637,1732,2.4,1947
Roxbury,"1948 Washington St.,Unit 5J,Boston,MA,02118,Roxbury",4500,0,0,2,2,1202,1.7,1047,4602,1.7,2874,12543,4.1,9893
Dorchester,"109 Ellington St.,Unit 1,Boston,MA,02121,Dorchester",4500,0,0,4,3,5490,1.7,5387,8890,3.4,7491,13043,5.8,11484
Back Bay,"90 Marlborough,Unit 1,Boston,MA,02116,Back Bay",4500,0,0,2,2,2686,1.7,2925,4362,2.4,2409,9057,2.4,13085
Dorchester,"247Furnish Savin Hill,Unit 2,Boston,MA,02125,Dorchester",4500,0,0,2,1,9318,4.1,4676,11640,2.4,14733,16335,2.4,23238
Allston,"55 Brighton Ave.,Unit 513,Boston,MA,02134,Allston",4500,0,0,2,2,6297,3.4,5725,1095,1.7,846,4808,2.4,4223
Allston,"55 Brighton Ave.,Unit 601,Boston,MA,02134,Allston",4500,0,0,2,2,6297,3.4,5725,1095,1.7,846,4808,2.4,4223
Mission Hill,"19 Sunset St.,Unit 2,Boston,MA,02120,Mission Hill",4500,0,0,3,1,1930,2.4,1744,5172,3.4,3264,7575,4.1,6464
Fenway,"566 Commonwealth Ave.,Unit PH2,Boston,MA,02215,Fenway",4500,0,0,2,2,3333,1.7,1266,158,0,542,6679,2.4,6190
Dorchester,"247 Savin Hill Ave.,Unit 2,Boston,MA,02125,Dorchester",4500,0,0,2,1,9989,4.1,5116,13388,4.1,14580,16779,2.4,23085
Brighton,"1945 Commonwealth Ave.,Unit 47,Boston,MA,02135,Brighton",4500,0,0,1,1,7416,2.4,11551,4195,2.4,4287,1056,2.4,854
South Braintree,"1575 Washington St.,Unit 1575,Braintree,MA,02184,South Braintree",4500,0,0,4,1,25933,5.8,21643,29332,5.8,27857,32723,4.1,38183
Kendall Square,"10 Rogers St.,Unit 1220,Cambridge,MA,02142,Kendall Square",4500,0,0,2,2,6908,2.4,5159,8825,2.4,4203,13520,2.4,9370
Fenway,"1350 Boylston St.,Unit PH1612,Boston,MA,02215,Fenway",4506,0,0,1,1,2881,1.7,1206,1441,1.7,1246,7792,2.4,6193
Jamaica Plain,"3611 Washington St.,Unit 2418,Boston,MA,02130,Jamaica Plain",4507,0,0,3,2,5960,3.4,4624,10350,5.8,7003,13496,5.8,8020
Brighton,"175 Washington St.,Unit 3153,Boston,MA,02135,Brighton",4509,0,0,2,2,7860,3.4,5395,3031,2.4,3110,3036,2.4,2797
Allston,"219 Western Ave.,Unit N921,Boston,MA,02134,Allston",4512,0,0,1,1,8495,3.4,5857,3543,3.4,4363,5629,4.1,5860
Allston,"219 Western Ave.,Unit S529,Boston,MA,02134,Allston",4515,0,0,1,1,8495,3.4,5857,3543,3.4,4363,5629,4.1,5860
Allston,"219 Western Ave.,Unit N420,Boston,MA,02134,Allston",4517,0,0,1,1,8495,3.4,5857,3543,3.4,4363,5629,4.1,5860
Jamaica Plain,"3611 Washington St.,Unit 2414,Boston,MA,02130,Jamaica Plain",4517,0,0,3,2,5960,3.4,4624,10350,5.8,7003,13496,5.8,8020
North End,"50 Causeway St.,Unit 2611,Boston,MA,02114,North End",4518,0,0,1,1,4902,2.4,4894,6827,2.4,4378,11522,2.4,15054
Fenway,"180 Brookline Ave.,Unit 737,Boston,MA,02215,Fenway",4522,0,0,2,2,2573,1.7,1438,1287,1.7,1147,7772,2.4,6094
Mission Hill,"95 Saint Alphonsus,Unit 219,Boston,MA,02120,Mission Hill",4523,0,0,1,1,944,2.4,961,3652,1.7,2292,8000,4.1,6833
Fenway,"1282 Boylston St.,Unit 227,Boston,MA,02215,Fenway",4525,0,0,2,1,739,0,972,745,0,1170,7762,2.4,6427
Fenway,"1260 Boylston St.,Unit PH20,Boston,MA,02215,Fenway",4525,0,0,1,1,686,0,919,798,0,1116,7815,2.4,6481
Fenway,"180 Brookline Ave.,Unit 606,Boston,MA,02215,Fenway",4526,0,0,1,1,2634,1.7,1429,1348,1.7,1153,7690,2.4,6100
Brighton,"175 Washington St.,Unit 3622,Boston,MA,02135,Brighton",4535,0,0,2,2,7860,3.4,5395,3031,2.4,3110,3036,2.4,2797
Back Bay,"30 Dalton,Unit 1409,Boston,MA,02115,Back Bay",4535,0,0,1,1,1443,1.7,1051,3446,2.4,1431,8140,2.4,13158
Bay Village,"212 Stuart St.,Unit 403,Boston,MA,02116,Bay Village",4540,0,0,1,1,2644,1.7,3864,4770,2.4,3348,9465,2.4,14935
Brighton,"530 Western Ave.,Unit 513,Boston,MA,02135,Brighton",4542,0,0,2,2,9483,3.4,7842,6251,3.4,6348,4694,4.1,4402
Mission Hill,"101 South Huntington Ave.,Unit 106,Boston,MA,02130,Mission Hill",4543,0,0,1,1,2123,2.4,2119,7986,4.1,2864,12681,4.1,6064
Brighton,"175 Washington St.,Unit 3417,Boston,MA,02135,Brighton",4550,0,0,2,2,7860,3.4,5395,3031,2.4,3110,3036,2.4,2797
Roxbury,"150 Camden St.,Unit 150 - 302,Boston,MA,02118,Roxbury",4550,0,0,2,2,134,0,618,4425,4.1,2194,9119,4.1,8737
Roxbury,"150 Camden St.,Unit 302,Boston,MA,02118,Roxbury",4550,0,0,2,2,134,0,618,4425,4.1,2194,9119,4.1,8737
Brighton,"175 Washington St.,Unit 2215,Boston,MA,02135,Brighton",4556,0,0,2,2,7860,3.4,5395,3031,2.4,3110,3036,2.4,2797
Back Bay,"77 Exeter St.,Unit 1-1906,Boston,MA,02116,Back Bay",4557,0,0,1,1,2082,1.7,1442,4145,2.4,2355,8840,2.4,13963
Fenway,"200 Brookline Ave.,Unit 513,Boston,MA,02215,Fenway",4564,0,0,1,1,2612,1.7,1566,1228,1.7,1032,7810,2.4,5979
Brighton,"175 Washington St.,Unit 2631,Boston,MA,02135,Brighton",4565,0,0,2,1,7860,3.4,5395,3031,2.4,3110,3036,2.4,2797
Brighton,"175 Washington St.,Unit 2514,Boston,MA,02135,Brighton",4573,0,0,2,2,7860,3.4,5395,3031,2.4,3110,3036,2.4,2797
Fenway,"200 Brookline Ave.,Unit 716,Boston,MA,02215,Fenway",4574,0,0,1,1,2612,1.7,1566,1228,1.7,1032,7810,2.4,5979
Brighton,"125 Guest St.,Unit 614,Boston,MA,02135,Brighton",4583,0,0,2,2,7493,3.4,8760,2523,1.7,2369,4523,2.4,3390
Fenway,"1330 Boylston St.,Unit 909,Boston,MA,02215,Fenway",4586,0,0,1,1,3634,1.7,1131,699,0,1328,7716,2.4,6269
Fenway,"1330 Boylston St.,Unit 604,Boston,MA,02215,Fenway",4586,0,0,1,1,3634,1.7,1131,699,0,1328,7716,2.4,6269
Fenway,"180 Brookline Ave.,Unit 1126,Boston,MA,02215,Fenway",4588,0,0,1,1,2573,1.7,1438,1287,1.7,1147,7772,2.4,6094
Allston,"7 Wadsworth St.,Boston,MA,02134,Allston",4600,0,0,4,2,4495,2.4,5858,968,0,1308,5108,2.4,5032
Back Bay,"348 Marlborough St.,Unit 3,Boston,MA,02116,Back Bay",4600,0,0,1,1,1685,1.7,1681,1011,0,1231,8102,2.4,7396
Allston,"15 Farrington Ave.,Unit 2,Boston,MA,02134,Allston",4600,0,0,4,2,6720,3.4,5367,1518,1.7,1272,4451,2.4,4384
Allston,"55 Brighton Ave.,Unit 302,Boston,MA,02134,Allston",4600,0,0,2,2,6297,3.4,5725,1095,1.7,846,4348,2.4,4223
Mission Hill,"682 Parker,Unit 1,Boston,MA,02120,Mission Hill",4600,0,0,3,2,829,0,863,3747,1.7,2635,8677,4.1,7210
Kendall Square,"10 Rogers,Unit 420,Cambridge,MA,02142,Kendall Square",4600,0,0,2,2,6913,2.4,5159,8830,2.4,4203,13525,2.4,9370
Allston,"40 Brainerd Rd.,Unit 1,Boston,MA,02134,Allston",4600,0,0,4,2,5236,1.7,4147,1533,2.4,1485,4323,2.4,4056
Back Bay,"430 Marlborough,Unit 4,Boston,MA,02115,Back Bay",4600,0,0,2,1,1456,1.7,1297,682,0,848,7961,2.4,11786
Back Bay,"170 Tremont St.,Unit 702,Boston,MA,02111,Back Bay",4600,0,0,2,1,3176,2.4,3354,5096,2.4,4097,9790,2.4,15478
Riverside,"1008 Massachusetts Ave.,Unit 305,Cambridge,MA,02138,Riverside",4600,0,0,2,2,4352,1.7,5619,6299,4.1,3175,10993,4.1,9358
