Area Name,Address,Rent,Violent CrimeRate,Overall CrimeRate,Bed,Bath,Northeastern University_transit_distance,Northeastern University_transit_cost,Northeastern University_driving_distance,Boston University_transit_distance,Boston University_transit_cost,Boston University_driving_distance,Boston College_transit_distance,Boston College_transit_cost,Boston College_driving_distance
North Cambridge,"130 Cambridgepark Dr.,Unit 526,Cambridge,MA,02140,North Cambridge",3003,0,0,1,1,17863,0,9948,21292,0,8454,20226,2.4,10330
Brighton,"125 Guest St.,Unit 201,Boston,MA,02135,Brighton",3003,0,0,1,1,7736,3.4,8749,2534,1.7,2380,4278,4.1,3379
North Cambridge,"130 Cambridgepark Dr.,Unit 508,Cambridge,MA,02140,North Cambridge",3004,0,0,1,1,17863,0,9948,21292,0,8454,20226,2.4,10330
Back Bay,"464 Beacon,Unit 4R,Boston,MA,02115,Back Bay",3005,0,0,1,1,1636,1.7,1333,814,0,814,8141,2.4,11781
North Cambridge,"80 Cambridgepark Dr.,Unit 547,Cambridge,MA,02140,North Cambridge",3012,0,0,1,1,17854,0,10062,21283,0,8568,20296,2.4,10444
Brighton,"125 Guest St.,Unit 422,Boston,MA,02135,Brighton",3015,0,0,1,1,7728,3.4,8758,2526,1.7,2372,4287,4.1,3388
Brighton,"61 Selkirk Rd.,Unit 5,Boston,MA,02115,Brighton",3020,0,0,2,1,6716,2.4,5842,3496,2.4,3556,1814,2.4,1607
Allston,"75 Braintree st.,Unit 311,Boston,MA,02134,Allston",3020,0,0,1,1,6373,1.7,5521,1928,1.7,1731,4346,2.4,3825
Allston,"75 Braintree st.,Unit 323,Boston,MA,02134,Allston",3020,0,0,1,1,6373,1.7,5521,1928,1.7,1731,4346,2.4,3825
Allston,"75 Braintree st.,Unit 314,Boston,MA,02134,Allston",3020,0,0,1,1,6373,1.7,5521,1928,1.7,1731,4346,2.4,3825
Charlestown,"250 1st Ave.,Unit 1-0232,Boston,MA,02129,Charlestown",3020,0,0,1,1,18957,9.899999999999999,14224,17377,3.4,14438,31104,9.4,6151
Brighton,"67 Chiswick Rd.,Unit 7,Boston,MA,02134,Brighton",3020,0,0,2,1,6678,2.4,5803,3458,2.4,3517,1776,2.4,1568
Brighton,"125 Guest St.,Unit 528,Boston,MA,02135,Brighton",3020,0,0,1,1,7725,3.4,8760,2523,1.7,2369,4289,4.1,3390
North Cambridge,"160 Cambridgepark Dr.,Unit 138,Cambridge,MA,02140,North Cambridge",3020,0,0,1,1,18078,0,10073,21507,0,8579,20350,2.4,10455
Charlestown,"50 Hood Park Dr.,Unit 504,Boston,MA,02129,Charlestown",3024,0,0,1,1,7142,0,7504,10543,4.1,6988,15238,4.1,17664
Brighton,"125 Guest St.,Unit 1408,Boston,MA,02135,Brighton",3024,0,0,1,1,7732,3.4,8753,2530,1.7,2377,4282,4.1,3383
Brighton,"125 Guest St.,Unit 620,Boston,MA,02135,Brighton",3025,0,0,1,1,7725,3.4,8760,2523,1.7,2369,4289,4.1,3390
North Cambridge,"130 Cambridgepark Dr.,Unit 542,Cambridge,MA,02140,North Cambridge",3027,0,0,1,1,17863,0,9948,21292,0,8454,20226,2.4,10330
North Cambridge,"80 Cambridgepark Dr.,Unit 515,Cambridge,MA,02140,North Cambridge",3029,0,0,1,1,17854,0,10062,21283,0,8568,20296,2.4,10444
Mission Hill,"1575 Tremont,Unit 904,Boston,MA,02120,Mission Hill",3032,0,0,2,1,1349,2.4,1289,5194,4.1,2620,7984,4.1,6760
North Cambridge,"130 Cambridgepark Dr.,Unit 209,Cambridge,MA,02140,North Cambridge",3032,0,0,1,1,17863,0,9948,21292,0,8454,20226,2.4,10330
Brookline Village,"33 Pond Ave.,Unit 515,Brookline,MA,02445,Brookline Village",3035,0,0,1,1,2330,2.4,2092,4450,4.1,3055,7240,4.1,6053
Allston,"75 Braintree st.,Unit 415,Boston,MA,02134,Allston",3040,0,0,1,1,6742,3.4,5521,1928,1.7,1731,4346,2.4,3825
Back Bay,"62 Boylston St.,Unit 119,Boston,MA,02116,Back Bay",3045,0,0,1,1,3235,2.4,2758,5155,2.4,3502,9849,2.4,14882
Allston,"65 Brainerd Rd.,Unit 65-215,Boston,MA,02134,Allston",3046,0,0,1,1,4787,2.4,4285,1567,2.4,1599,4357,2.4,4194
Allston,"80 Gardner St.,Unit 25,Boston,MA,02134,Allston",3050,0,0,2,1,4383,4.1,6187,842,0,1141,4984,2.4,4865
Brighton,"65 Chiswick Rd.,Unit 7,Boston,MA,02135,Brighton",3050,0,0,2,1,6691,2.4,5816,3471,2.4,3530,1789,2.4,1581
East Boston,"917 Bennington St.,Unit 308,Boston,MA,02128,East Boston",3050,0,0,2,2,9265,4.1,11536,11501,4.1,11020,16463,4.1,23858
Allston,"80 Gardner St.,Unit 31,Boston,MA,02134,Allston",3050,0,0,2,1,4383,4.1,6187,842,0,1141,4984,2.4,4865
Allston,"80 Gardner St.,Unit 26,Boston,MA,02134,Allston",3050,0,0,2,1,4383,4.1,6187,842,0,1141,4984,2.4,4865
Brighton,"61 Selkirk Rd.,Unit 11,Boston,MA,02115,Brighton",3050,0,0,2,1,6716,2.4,5842,3496,2.4,3556,1814,2.4,1607
Allston,"80 Gardner St.,Unit 31,Boston,MA,02134,Allston",3050,0,0,2,1,4383,4.1,6187,842,0,1141,4984,2.4,4865
Allston,"80 Gardner St.,Unit 11,Boston,MA,02134,Allston",3050,0,0,2,1,4383,4.1,6187,842,0,1141,4984,2.4,4865
Allston,"20 Penniman Rd.,Unit 302,Boston,MA,02134,Allston",3050,0,0,2,2,6356,1.7,5624,2046,1.7,1834,4880,2.4,3687
East Boston,"282 Bremen St.,Unit 313,Boston,MA,02128,East Boston",3050,0,0,1,1,7390,2.4,8108,9306,2.4,7592,14001,2.4,18268
Allston,"80 Gardner St.,Unit 46,Boston,MA,02134,Allston",3050,0,0,2,1,4383,4.1,6187,842,0,1141,4984,2.4,4865
Allston,"80 Gardner St.,Unit 41,Boston,MA,02134,Allston",3050,0,0,2,1,4383,4.1,6187,842,0,1141,4984,2.4,4865
Allston,"80 Gardner St.,Unit 35,Boston,MA,02134,Allston",3050,0,0,2,1,4383,4.1,6187,842,0,1141,4984,2.4,4865
East Boston,"156 Porter St.,Unit 206,Boston,MA,02128,East Boston",3050,0,0,1,1,7852,2.4,7975,9768,2.4,7459,14463,2.4,18135
Brighton,"63 Selkirk Rd.,Unit 5,Boston,MA,02135,Brighton",3050,0,0,2,1,6721,2.4,5847,3501,2.4,3561,1819,2.4,1612
Roxbury,"2969 Washington St.,Unit 2,Boston,MA,02119,Roxbury",3050,0,0,2,1,3858,3.4,2690,7218,3.4,4794,11394,5.8,8456
Back Bay,"62 Boylston St.,Unit 721,Boston,MA,02116,Back Bay",3050,0,0,1,1,3235,2.4,2758,5155,2.4,3502,9849,2.4,14882
Brighton,"67 Chiswick Rd.,Unit 8,Boston,MA,02134,Brighton",3050,0,0,2,1,6678,2.4,5803,3458,2.4,3517,1776,2.4,1568
Allston,"55 Ashford St.,Unit 5,Boston,MA,02134,Allston",3050,0,0,2,1,6544,3.4,5639,888,0,1223,4594,2.4,4947
Roslindale,"317 Belgrade Ave.,Unit 401,Boston,MA,02131,Roslindale",3050,0,0,2,2,9688,3.4,9674,11714,5.1,9314,19828,5.8,7593
Brighton,"154 North Beacon St.,Unit A2,Boston,MA,02135,Brighton",3050,0,0,2,1,7929,3.4,8849,2727,1.7,2480,3363,4.1,3249
Mission Hill,"1575 Tremont,Unit 806,Boston,MA,02120,Mission Hill",3050,0,0,1,1,1349,2.4,1289,5194,4.1,2620,7984,4.1,6760
Dorchester,"26 Peverell St.,Unit 2,Boston,MA,02125,Dorchester",3050,0,0,2,1,5174,1.7,4023,8574,3.4,12130,12686,5.8,20635
Mid Cambridge,"295 Harvard-Lee St.,Unit 907,Cambridge,MA,02139,Mid Cambridge",3050,0,0,1,1,4344,1.7,5972,6291,4.1,3157,10985,4.1,9711
Allston,"80 Gardner St.,Unit 25,Boston,MA,02134,Allston",3050,0,0,2,1,4383,4.1,6187,842,0,1141,4524,2.4,4865
Harvard Square,"21 Wendell St.,Unit 6,Cambridge,MA,02138,Harvard Square",3050,0,0,1,1,6604,3.4,7297,6245,5.1,5026,16449,4.1,9103
Charlestown,"50 Hood Park Dr.,Unit 408,Boston,MA,02129,Charlestown",3059,0,0,1,1,11490,3.4,7504,10543,4.1,6988,15238,4.1,17664
Brighton,"15 Bronsdon,Unit D,Boston,MA,02135,Brighton",3060,0,0,2,1,7798,3.4,6427,4969,3.4,3506,3816,4.1,3530
Kenmore,"27 Bay State Rd.,Unit 2R,Boston,MA,02215,Kenmore",3060,0,0,1,1,1862,1.7,1506,358,0,419,7201,2.4,6523
Allston,"75 Braintree St.,Unit 501,Boston,MA,02134,Allston",3060,0,0,1,1,6742,3.4,5521,1928,1.7,1731,4814,2.4,3825
Brighton,"1925 Commonwealth,Unit 615,Boston,MA,02135,Brighton",3075,0,0,1,1,7055,2.4,11692,3835,2.4,3928,1575,2.4,995
Brighton,"1925 Commonwealth,Unit 1315,Boston,MA,02135,Brighton",3075,0,0,1,1,7055,2.4,11692,3835,2.4,3928,1575,2.4,995
Brighton,"530 Western Ave.,Unit 506,Boston,MA,02135,Brighton",3078,0,0,1,1,8684,3.4,7842,5234,3.4,6348,4081,4.1,4402
North Cambridge,"30 Cambridge Park Dr.,Unit 2109,Cambridge,MA,02140,North Cambridge",3079,0,0,1,1,17808,0,9803,21237,0,8309,20080,2.4,10185
North Cambridge,"30 Cambridge Park Dr.,Unit 3109,Cambridge,MA,02140,North Cambridge",3079,0,0,1,1,17808,0,9803,21237,0,8309,20080,2.4,10185
Financial District,"1 India St.,Unit 10C,Boston,MA,02109,Financial District",3080,0,0,1,1,4460,2.4,5296,7891,4.1,4698,11071,2.4,16703
Jamaica Plain,"161 South Hungtinton Ave.,Unit 206,Boston,MA,02130,Jamaica Plain",3085,0,0,1,1,2509,2.4,2548,8377,4.1,3293,13072,4.1,6493
North Cambridge,"160 Cambridgepark Dr.,Unit 578,Cambridge,MA,02140,North Cambridge",3085,0,0,1,1,18078,0,10073,21507,0,8579,20350,2.4,10455
East Boston,"144 Addison St.,Unit 617N,Boston,MA,02128,East Boston",3088,0,0,2,2,10230,4.1,10029,11543,4.1,9513,16238,4.1,22351
Kendall Square,"100 Memorial Dr.,Unit 1-0214B,Cambridge,MA,02142,Kendall Square",3090,0,0,1,1,5873,2.4,3363,7776,2.4,3121,12471,2.4,8288
North Cambridge,"30 Cambridge Park Dr.,Unit 1103,Cambridge,MA,02140,North Cambridge",3094,0,0,1,1,17808,0,9803,21237,0,8309,20080,2.4,10185
North Cambridge,"30 Cambridge Park Dr.,Unit 5141,Cambridge,MA,02140,North Cambridge",3094,0,0,1,1,17808,0,9803,21237,0,8309,20080,2.4,10185
Back Bay,"62 Boylston St.,Unit 912,Boston,MA,02116,Back Bay",3095,0,0,1,1,3235,2.4,2758,5155,2.4,3502,9849,2.4,14882
Back Bay,"470 Beacon St.,Unit 8,Boston,MA,02115,Back Bay",3100,0,0,1,1,1618,1.7,1315,796,0,796,8123,2.4,11762
Allston,"1193 Commonwealth Ave.,Unit 8,Boston,MA,02134,Allston",3100,0,0,2,1,4414,2.4,5745,1194,2.4,1084,3984,2.4,3854
Fenway,"60 Charlesgate East,Unit 115,Boston,MA,02215,Fenway",3100,0,0,1,1,609,0,1454,999,0,1315,8083,2.4,6961
Coolidge Corner,"55 Parkman St.,Unit 2,Brookline,MA,02446,Coolidge Corner",3100,0,0,2,1,3459,2.4,2805,852,0,852,6145,2.4,4504
Fenway,"65 Burbank St.,Unit 15,Boston,MA,02115,Fenway",3100,0,0,1,1,248,0,616,3547,2.4,1702,8241,2.4,12725
Allston,"44 Hano St.,Boston,MA,02134,Allston",3100,0,0,2,1,6379,1.7,5692,2069,1.7,1902,4359,2.4,3900
Coolidge Corner,"110 Babcock St.,Unit 11,Brookline,MA,02446,Coolidge Corner",3100,0,0,2,1,4048,4.1,3358,816,0,816,5507,2.4,4722
Allston,"1189 Commonwealth Ave.,Unit 8,Boston,MA,02134,Allston",3100,0,0,2,1,4429,2.4,5760,1209,2.4,1099,3999,2.4,3869
North End,"220 Hanover St.,Unit 12,Boston,MA,02113,North End",3100,0,0,1,1,4629,2.4,6442,5710,4.1,4646,11065,2.4,17861
Brighton,"39 Lake Shore Ct.,Unit 2,Boston,MA,02135,Brighton",3100,0,0,2,1,9850,3.4,11386,4648,1.7,4621,920,0,2351
Back Bay,"174 Newbury St.,Unit 1,Boston,MA,02116,Back Bay",3100,0,0,1,1,2198,1.7,1701,4023,2.4,1641,8718,2.4,13394
Back Bay,"174 Newbury St.,Unit 1F,Boston,MA,02116,Back Bay",3100,0,0,1,1,2198,1.7,1701,4023,2.4,1641,8718,2.4,13394
Back Bay,"125 Beacon St.,Unit 3,Boston,MA,02116,Back Bay",3100,0,0,1,1,2773,1.7,2773,4896,2.4,2257,9591,2.4,12933
Fenway,"111 Norway St.,Unit B2,Boston,MA,02115,Fenway",3100,0,0,1,1,327,0,1829,3409,2.4,1226,8103,2.4,12249
Allston,"1185 Commonwealth Ave.,Unit 10,Boston,MA,02134,Allston",3100,0,0,1,1,4445,2.4,5776,1225,2.4,1115,4015,2.4,3885
Fenway,"111 Norway St.,Unit B2,Boston,MA,02115,Fenway",3100,0,0,1,1,327,0,1829,3409,2.4,1226,8103,2.4,12249
Allston,"1185 Commonwealth Ave.,Unit 10,Boston,MA,02134,Allston",3100,0,0,1,1,4445,2.4,5776,1225,2.4,1115,4015,2.4,3885
North End,"287 Hanover St.,Unit 9,Boston,MA,02113,North End",3100,0,0,1,2,4744,2.4,6557,8628,4.1,4761,11180,2.4,17976
Fenway,"313 Huntington Ave.,Unit 2B,Boston,MA,02115,Fenway",3100,0,0,2,1,643,1.7,604,5404,4.1,2232,10099,4.1,8057
Back Bay,"470 Beacon St.,Unit 8,Boston,MA,02115,Back Bay",3100,0,0,1,1,1618,1.7,1315,796,0,796,8123,2.4,11762
Mission Hill,"16 Wait St.,Unit 2F,Boston,MA,02120,Mission Hill",3100,0,0,2,1,1388,2.4,1364,4193,4.1,2635,12890,2.4,6386
North End,"101 Canal St.,Unit 426,Boston,MA,02114,North End",3100,0,0,1,1,4849,2.4,6385,6774,2.4,4696,11469,2.4,17804
Coolidge Corner,"211 Saint Paul St.,Unit 5,Brookline,MA,02446,Coolidge Corner",3100,0,0,2,1,3413,2.4,2918,890,0,952,6047,2.4,4577
Roxbury,"41 Woodville St.,Unit 4,Boston,MA,02119,Roxbury",3100,0,0,2,1,3683,1.7,2408,7083,3.4,5135,11236,5.8,10084
Dorchester,"17 Harvest,Unit 1,Boston,MA,02125,Dorchester",3100,0,0,2,2,8001,3.4,3525,9828,3.4,10260,12991,7.5,18792
Roxbury,"33 Moreland St.,Unit 2,Boston,MA,02119,Roxbury",3100,0,0,2,1,2786,1.7,1657,5491,1.7,4501,11590,4.1,9337
Midtown,"151 Tremont St.,Unit 18C,Boston,MA,02111,Midtown",3100,0,0,1,1,3238,2.4,3048,5158,2.4,3791,9852,2.4,15172
Back Bay,"470 Beacon St.,Unit 8,Boston,MA,02115,Back Bay",3100,0,0,1,1,1618,1.7,1315,796,0,796,8123,2.4,11762
Mission Hill,"16 Wait St.,Unit 2F,Boston,MA,02120,Mission Hill",3100,0,0,2,1,1388,2.4,1364,4193,4.1,2635,12890,2.4,6386
Mid Cambridge,"10 Dana St.,Unit 414,Cambridge,MA,02138,Mid Cambridge",3100,0,0,1,1,4431,1.7,5698,6378,4.1,3254,11072,4.1,9437
North Cambridge,"2 Earhart St.,Unit 408,Cambridge,MA,02141,North Cambridge",3100,0,0,1,1,6354,2.4,5033,8271,2.4,4517,12966,2.4,15193
North Cambridge,"2 Earhart St.,Unit 408,Cambridge,MA,02141,North Cambridge",3100,0,0,1,1,6354,2.4,5033,8271,2.4,4517,12966,2.4,15193
North Cambridge,"2 Earhart St.,Unit 623,Cambridge,MA,02141,North Cambridge",3100,0,0,1,1,6354,2.4,5033,8271,2.4,4517,12966,2.4,15193
Riverside,"1010 Massachusetts Ave.,Unit 44,Cambridge,MA,02138,Riverside",3100,0,0,1,1,4388,1.7,5655,6335,4.1,3211,11029,4.1,9394
Kendall Square,"50 Rogers St.,Unit 614,Cambridge,MA,02142,Kendall Square",3100,0,0,1,1,6898,2.4,5139,8823,2.4,4184,13518,2.4,9351
Harvard Square,"1619 Massachusetts Ave.,Unit B2,Cambridge,MA,02138,Harvard Square",3100,0,0,2,1,6587,3.4,7495,11737,4.1,5224,16432,4.1,9301
Back Bay,"470 Beacon St.,Unit 8,Boston,MA,02115,Back Bay",3100,0,0,1,1,1618,1.7,1315,796,0,796,8123,2.4,11762
Hyde Park,"12 Walter St.,Unit 1,Boston,MA,02136,Hyde Park",3100,0,0,2,1,12451,3.4,10087,21571,4.1,12021,26266,4.1,13002
Kendall Square,"20 2nd St.,Unit 326,Cambridge,MA,02141,Kendall Square",3100,0,0,1,1,9572,4.1,5072,8374,2.4,4818,13069,2.4,9985
Waterfront,"126 State St.,Unit 302,Boston,MA,02109,Waterfront",3100,0,0,1,1,4412,2.4,5248,7843,4.1,4650,11023,2.4,16655
Allston,"1197 Commonwealth Ave.,Unit 24,Boston,MA,02134,Allston",3100,0,0,2,1,4399,2.4,5730,1179,2.4,1069,3969,2.4,3839
Brighton,"125 Guest St.,Unit 401,Boston,MA,02135,Brighton",3105,0,0,1,1,7728,3.4,8758,2526,1.7,2372,3674,4.1,3388
Allston,"75 Braintree St.,Unit 213,Boston,MA,02134,Allston",3105,0,0,1,1,7130,3.4,5521,1928,1.7,1731,4346,2.4,3825
North Cambridge,"30 Cambridge Park Dr.,Unit 1113,Cambridge,MA,02140,North Cambridge",3108,0,0,1,1,17808,0,9803,21237,0,8309,20080,2.4,10185
North Cambridge,"30 Cambridge Park Dr.,Unit 7113,Cambridge,MA,02140,North Cambridge",3108,0,0,1,1,17808,0,9803,21237,0,8309,20080,2.4,10185
Kendall Square,"100 Memorial Dr.,Unit 1-0207B,Cambridge,MA,02142,Kendall Square",3110,0,0,1,1,5873,2.4,3363,7776,2.4,3121,12471,2.4,8288
Kendall Square,"100 Memorial Dr.,Unit 1-0209B,Cambridge,MA,02142,Kendall Square",3110,0,0,1,1,5873,2.4,3363,7776,2.4,3121,12471,2.4,8288
Kendall Square,"100 Memorial Dr.,Unit 1-0208C,Cambridge,MA,02142,Kendall Square",3110,0,0,1,1,5873,2.4,3363,7776,2.4,3121,12471,2.4,8288
Brighton,"1550 Soldiers Field Rd.,Unit 310,Boston,MA,02135,Brighton",3114,0,0,1,1,7895,3.4,8280,5568,3.4,6786,4415,4.1,3708
West Roxbury,"174 Sherman Rd.,Boston,MA,02467,West Roxbury",3130,0,0,1,1,16446,5.1,8121,14207,5.1,8987,21987,5.8,6345
North Cambridge,"130 Cambridgepark Dr.,Unit 346,Cambridge,MA,02140,North Cambridge",3130,0,0,1,1,17863,0,9948,15531,2.4,8454,20226,2.4,10330
Jamaica Plain,"161 South Hungtinton Ave.,Unit 242,Boston,MA,02130,Jamaica Plain",3133,0,0,1,1,2509,2.4,2548,8377,4.1,3293,13072,4.1,6493
Back Bay,"62 Boylston St.,Unit 421,Boston,MA,02116,Back Bay",3145,0,0,1,1,3235,2.4,2758,5155,2.4,3502,9849,2.4,14882
East Boston,"63 Lewis St.,Unit 1-134,Boston,MA,02128,East Boston",3147,0,0,1,1,6329,2.4,8611,8245,2.4,8095,12940,2.4,18771
East Boston,"45 Lewis St.,Unit 505,Boston,MA,02128,East Boston",3150,0,0,1,1,6303,2.4,8614,8219,2.4,8098,12914,2.4,18774
Brighton,"116 Englewood Ave.,Unit 25,Boston,MA,02135,Brighton",3150,0,0,2,1,9456,4.1,5736,3915,2.4,3988,1655,2.4,1438
Back Bay,"913 Boylston St.,Unit 4,Boston,MA,02115,Back Bay",3150,0,0,1,1,1470,1.7,2138,3286,2.4,1688,7980,2.4,7853
Brighton,"16 Justin Rd.,Unit 1,Boston,MA,02135,Brighton",3150,0,0,2,1,9997,3.4,10466,4795,1.7,4591,2281,1.7,2971
East Boston,"43 Cottage St.,Unit 3,Boston,MA,02128,East Boston",3150,0,0,2,1,6632,2.4,8626,8548,2.4,8110,13243,2.4,18786
East Boston,"43 Cottage,Unit 1,Boston,MA,02128,East Boston",3150,0,0,2,1,6631,2.4,8628,8547,2.4,8112,13242,2.4,18788
Midtown,"131 Tremont St.,Unit 7F,Boston,MA,02111,Midtown",3150,0,0,2,1,3407,2.4,3258,5316,2.4,4002,10011,2.4,15382
Harvard Square,"14 Ware St.,Unit 24,Cambridge,MA,02138,Harvard Square",3150,0,0,1,1,4827,1.7,5557,6774,4.1,3112,11468,4.1,9296
Harvard Square,"14 Ware St.,Unit 24,Cambridge,MA,02138,Harvard Square",3150,0,0,1,1,4827,1.7,5557,6774,4.1,3112,11468,4.1,9296
North Cambridge,"160 Cambridgepark Dr.,Unit 232,Cambridge,MA,02140,North Cambridge",3150,0,0,1,1,18078,0,10073,21507,0,8579,20350,2.4,10455
East Boston,"144 Addison St.,Unit 213S,Boston,MA,02128,East Boston",3153,0,0,2,2,10230,4.1,10029,11543,4.1,9513,16238,4.1,22351
Charlestown,"50 Hood Park Dr.,Unit 631,Boston,MA,02129,Charlestown",3159,0,0,1,1,9071,4.1,7504,10543,4.1,6988,15238,4.1,17664
Dorchester,"950 Dorchester Ave.,Unit 304,Boston,MA,02125,Dorchester",3160,0,0,1,1,6198,1.7,3728,9606,3.4,11298,15412,2.4,19803
Charlestown,"250 1st Ave.,Unit 1-0227,Boston,MA,02129,Charlestown",3162,0,0,1,1,7885,4.1,6276,9358,4.1,5760,14053,4.1,16436
Brighton,"47 Englewood Ave.,Unit 6,Boston,MA,02135,Brighton",3165,0,0,2,1,5886,2.4,5132,3835,2.4,3717,1895,2.4,1706
East Boston,"126 Border St.,Unit 529,Boston,MA,02128,East Boston",3166,0,0,1,1,6788,2.4,7861,8704,2.4,7345,13399,2.4,18021
Brighton,"1550 Soldiers Field Rd.,Unit 633,Boston,MA,02135,Brighton",3169,0,0,1,1,7895,3.4,8280,5568,3.4,6786,5028,4.1,3708
Brighton,"47 Englewood Ave.,Unit 6,Boston,MA,02135,Brighton",3175,0,0,2,1,5886,2.4,5132,3835,2.4,3717,1895,2.4,1706
North End,"110 Beverly St.,Unit 236,Boston,MA,02114,North End",3175,0,0,1,1,4864,2.4,6094,6789,2.4,4537,11492,2.4,17513
North Cambridge,"223 Concord Turnpike,Unit 366,Cambridge,MA,02140,North Cambridge",3175,0,0,1,1,18161,4.1,10650,16054,2.4,9156,20749,2.4,11032
North Cambridge,"130 Cambridgepark Dr.,Unit 225,Cambridge,MA,02140,North Cambridge",3176,0,0,1,1,17863,0,9948,15531,2.4,8454,20226,2.4,10330
Brighton,"1550 Soldiers Field Rd.,Unit 328,Boston,MA,02135,Brighton",3179,0,0,1,1,7895,3.4,8280,5568,3.4,6786,5028,4.1,3708
North End,"110 Beverly St.,Unit 435,Boston,MA,02114,North End",3195,0,0,1,1,4869,2.4,6099,6794,2.4,4542,11497,2.4,17518
Harvard Square,"1 Chauncy St.,Unit 1-19,Cambridge,MA,02138,Harvard Square",3195,0,0,1,1,6646,3.4,6979,11796,4.1,4708,16491,4.1,8785
Beacon Hill,"284 Cambridge St.,Unit 3,Boston,MA,02114,Beacon Hill",3200,0,0,2,1,4722,2.4,4226,6625,2.4,3710,11320,2.4,14386
Brighton,"191 Washington St.,Unit 619,Boston,MA,02135,Brighton",3200,0,0,1,1,8225,3.4,6998,3024,1.7,3339,3265,2.4,2324
Brighton,"90 Kilsyth Rd.,Unit 37,Boston,MA,02135,Brighton",3200,0,0,1,1,6488,2.4,5071,3268,2.4,3285,2381,2.4,2459
Allston,"14 Park Vale Ave.,Unit 2,Boston,MA,02134,Allston",3200,0,0,2,1,4628,2.4,6158,1408,2.4,1789,4198,2.4,3687
Allston,"1185 Commonwealth Ave.,Unit 2,Boston,MA,02134,Allston",3200,0,0,2,1,4445,2.4,5776,1225,2.4,1115,4015,2.4,3885
North End,"90 Commercial St.,Unit 1A,Boston,MA,02109,North End",3200,0,0,1,1,4882,2.4,6766,6530,2.4,4878,11225,2.4,18185
Brighton,"150 North Beacon St.,Unit A2,Boston,MA,02135,Brighton",3200,0,0,2,1,8295,3.4,8932,6250,4.1,3251,3990,4.1,2931
Fenway,"80-82 Fenwood,Unit 907,Boston,MA,02115,Fenway",3200,0,0,1,1,1601,2.4,1613,2102,1.7,2147,9015,4.1,6475
Brighton,"321 Summit Ave.,Unit 304,Boston,MA,02135,Brighton",3200,0,0,2,1,5589,2.4,4728,2369,2.4,2378,3434,2.4,2646
Charlestown,"332 Bunker Hill St.,Unit 3,Boston,MA,02129,Charlestown",3200,0,0,1,1,9117,4.1,8326,10589,4.1,7810,15284,4.1,18486
Allston,"1185 Commonwealth Ave.,Unit 11,Boston,MA,02134,Allston",3200,0,0,2,1,4445,2.4,5776,1225,2.4,1115,4015,2.4,3885
Fenway,"111 Norway St.,Unit 404,Boston,MA,02115,Fenway",3200,0,0,1,1,327,0,1829,3409,2.4,1226,8103,2.4,12249
Brighton,"17 Fairbanks St.,Unit 1,Boston,MA,02135,Brighton",3200,0,0,2,2,9299,3.4,10171,4097,1.7,4244,1411,0,2829
Coolidge Corner,"125 Pleasant St.,Unit 105,Brookline,MA,02446,Coolidge Corner",3200,0,0,1,1,3737,2.4,3050,576,0,576,5548,2.4,4706
Allston,"1161 Commonwealth Ave.,Unit 8,Boston,MA,02134,Allston",3200,0,0,2,1,4543,2.4,5874,1323,2.4,1213,4113,2.4,3983
East Boston,"69 Lubec St.,Unit 402,Boston,MA,02128,East Boston",3200,0,0,2,2,8511,2.4,8031,9824,2.4,7515,14519,2.4,18191
Dorchester,"3 Grafton St.,Unit 1,Boston,MA,02125,Dorchester",3200,0,0,2,1,6309,1.7,3836,9717,3.4,11406,15257,2.4,19911
East Boston,"80 Trenton,Unit 1,Boston,MA,02128,East Boston",3200,0,0,2,2,7701,4.1,8424,9617,4.1,7908,14312,4.1,18584
Allston,"1082 Commonwealth Ave.,Unit 106,Boston,MA,02215,Allston",3200,0,0,2,1,5768,3.4,3881,698,2.4,446,4531,2.4,4960
Brighton,"50 Hichborn,Unit 101,Boston,MA,02135,Brighton",3200,0,0,2,2,7819,3.4,8686,2617,1.7,2318,4394,2.4,3339
Coolidge Corner ,"1450-1454 Beacon St.,Unit 643,Brookline,MA,02446,Coolidge Corner ",3200,0,0,2,1,4100,2.4,4573,3012,4.1,2272,5802,4.1,3521
North End,"21 Sheafe St.,Unit 6,Boston,MA,02113,North End",3200,0,0,2,1,5189,2.4,7166,6269,4.1,5260,11817,2.4,18585
Mission Hill,"11 Parker Hill Ave.,Unit 11,Boston,MA,02120,Mission Hill",3200,0,0,1,1,1672,2.4,1647,4477,4.1,2889,13174,2.4,6089
Mission Hill,"11 Parker Hill Ave.,Unit 11,Boston,MA,02120,Mission Hill",3200,0,0,1,1,1672,2.4,1647,4477,4.1,2889,13174,2.4,6089
East Boston,"199 Trenton St.,Unit 1,Boston,MA,02128,East Boston",3200,0,0,2,2,8725,4.1,10282,10039,4.1,9766,14734,4.1,22604
Brighton,"142 North Beacon St.,Unit B1,Boston,MA,02135,Brighton",3200,0,0,2,1,7938,3.4,8727,2736,1.7,2358,4513,2.4,3127
East Boston,"199 Trenton St.,Unit 1,Boston,MA,02128,East Boston",3200,0,0,2,2,8725,4.1,10282,10039,4.1,9766,14734,4.1,22604
Brighton,"142 North Beacon St.,Unit B1,Boston,MA,02135,Brighton",3200,0,0,2,1,7938,3.4,8727,2736,1.7,2358,4513,2.4,3127
